	Su2C					TCGA							
Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes	2	0.181818182	0.603022689		7	0.636363636	1.286291357	11		TCGA	1	0	TCGA
Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes	2	0.181818182	0.603022689		7	0.636363636	1.286291357	11		TCGA	1	0	TCGA
Activation of ATR in response to replication stress	3	0.272727273	0.467099366		7	0.636363636	0.924416278	11		TCGA	1	0	TCGA
Activation of GABAB receptors	3	0.272727273	0.467099366		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Cytosolic sulfonation of small molecules	3	0.272727273	0.646669791		7	0.636363636	1.206045378	11		TCGA	1	0	TCGA
GABA B receptor activation	3	0.272727273	0.467099366		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"	3	0.272727273	0.646669791		7	0.636363636	1.501514387	11		TCGA	1	0	TCGA
Homologous Recombination Repair	3	0.272727273	0.904534034		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Homologous recombination repair of replication-independent double-strand breaks	3	0.272727273	0.904534034		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Interleukin receptor SHC signaling	3	0.272727273	0.467099366		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Interleukin-7 signaling	3	0.272727273	0.467099366		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Lipoprotein metabolism	3	0.272727273	0.467099366		7	0.636363636	0.809039835	11		TCGA	1	0	TCGA
RNA Polymerase III Transcription Initiation From Type 3 Promoter	3	0.272727273	0.646669791		7	0.636363636	1.206045378	11		TCGA	1	0	TCGA
SCF(Skp2)-mediated degradation of p27/p21	3	0.272727273	0.467099366		7	0.636363636	1.286291357	11		TCGA	1	0	TCGA
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	3	0.272727273	0.467099366		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Sperm Motility And Taxes	3	0.272727273	0.467099366		7	0.636363636	0.674199862	11		TCGA	1	0	TCGA
Activation of Kainate Receptors upon glutamate binding	4	0.363636364	0.674199862		7	0.636363636	1.286291357	11		TCGA	1	0	TCGA
Cleavage of Growing Transcript in the Termination Region	4	0.363636364	0.674199862		7	0.636363636	1.206045378	11		TCGA	1	0	TCGA
CREB phosphorylation through the activation of Ras	4	0.363636364	0.504524979		7	0.636363636	0.809039835	11		TCGA	1	0	TCGA
G0 and Early G1	4	0.363636364	0.674199862		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Post-Elongation Processing of the Transcript	4	0.363636364	0.674199862		7	0.636363636	1.206045378	11		TCGA	1	0	TCGA
Pre-NOTCH Transcription and Translation	4	0.363636364	0.504524979		7	0.636363636	1.120064933	11		TCGA	1	0	TCGA
Purine metabolism	4	0.363636364	0.674199862		7	0.636363636	0.924416278	11		TCGA	1	0	TCGA
RNA Polymerase II Transcription Termination	4	0.363636364	0.674199862		7	0.636363636	1.206045378	11		TCGA	1	0	TCGA
Antigen processing-Cross presentation	5	0.454545455	0.522232968		7	0.636363636	1.206045378	11		TCGA	1	0	TCGA
Autodegradation of the E3 ubiquitin ligase COP1	5	0.454545455	0.522232968		7	0.636363636	1.120064933	11		TCGA	1	0	TCGA
Collagen degradation	5	0.454545455	0.522232968		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Gap junction trafficking and regulation	5	0.454545455	0.934198733		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Nitric oxide stimulates guanylate cyclase	5	0.454545455	0.820199532		7	0.636363636	1.433368569	11		TCGA	1	0	TCGA
Stabilization of p53	5	0.454545455	0.522232968		7	0.636363636	1.120064933	11		TCGA	1	0	TCGA
FRS2-mediated cascade	6	0.545454545	0.687551651		7	0.636363636	1.026910636	11		TCGA	1	0	TCGA
Interleukin-1 signaling	6	0.545454545	0.687551651		7	0.636363636	0.924416278	11		TCGA	1	0	TCGA
NOD1/2 Signaling Pathway	6	0.545454545	0.687551651		7	0.636363636	1.206045378	11		TCGA	1	0	TCGA
Autodegradation of Cdh1 by Cdh1:APC/C	7	0.636363636	0.674199862		7	0.636363636	1.286291357	11		TCGA	1	0	TCGA
mRNA Splicing - Minor Pathway	7	0.636363636	0.924416278		7	0.636363636	1.286291357	11		TCGA	1	0	TCGA
Base Excision Repair	0	0	0		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Cytosolic Iron-sulfur Cluster Assembly	0	0	0		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Resolution of Abasic Sites (AP sites)	0	0	0		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Resolution of AP sites via the single-nucleotide replacement pathway	0	0	0		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	0	0	0		6	0.545454545	1.213559752	11		TCGA	1	0	TCGA
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	1	0.090909091	0.301511345		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Calmodulin induced events	1	0.090909091	0.301511345		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
CaM pathway	1	0.090909091	0.301511345		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
Destabilization of mRNA by Tristetraprolin (TTP)	1	0.090909091	0.301511345		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
G beta:gamma signalling through PI3Kgamma	1	0.090909091	0.301511345		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Scavenging by Class A Receptors	1	0.090909091	0.301511345		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
Signal amplification	1	0.090909091	0.301511345		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
CDK-mediated phosphorylation and removal of Cdc6	2	0.181818182	0.404519917		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
ER-Phagosome pathway	2	0.181818182	0.404519917		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Glucagon-type ligand receptors	2	0.181818182	0.404519917		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
G-protein beta:gamma signalling	2	0.181818182	0.404519917		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
GRB2:SOS provides linkage to MAPK signaling for Intergrins	2	0.181818182	0.404519917		6	0.545454545	0.687551651	11		TCGA	1	0	TCGA
p130Cas linkage to MAPK signaling for integrins	2	0.181818182	0.404519917		6	0.545454545	0.687551651	11		TCGA	1	0	TCGA
Purine ribonucleoside monophosphate biosynthesis	2	0.181818182	0.404519917		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Regulation of Complement cascade	2	0.181818182	0.603022689		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Removal of aminoterminal propeptides from gamma-carboxylated proteins	2	0.181818182	0.603022689		6	0.545454545	1.507556723	11		TCGA	1	0	TCGA
RNA Polymerase III Transcription Termination	2	0.181818182	0.404519917		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	2	0.181818182	0.603022689		6	0.545454545	1.507556723	11		TCGA	1	0	TCGA
Vpu mediated degradation of CD4	2	0.181818182	0.404519917		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Budding and maturation of HIV virion	3	0.272727273	0.467099366		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
Gamma-carboxylation of protein precursors	3	0.272727273	0.646669791		6	0.545454545	1.507556723	11		TCGA	1	0	TCGA
G-protein activation	3	0.272727273	0.467099366		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
Inactivation of Cdc42 and Rac	3	0.272727273	0.467099366		6	0.545454545	0.522232968	11		TCGA	1	0	TCGA
PKB-mediated events	3	0.272727273	0.646669791		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
RNA Polymerase III Transcription Initiation From Type 1 Promoter	3	0.272727273	0.646669791		6	0.545454545	1.213559752	11		TCGA	1	0	TCGA
RNA Polymerase III Transcription Initiation From Type 2 Promoter	3	0.272727273	0.646669791		6	0.545454545	1.213559752	11		TCGA	1	0	TCGA
SCF-beta-TrCP mediated degradation of Emi1	3	0.272727273	0.467099366		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
TRAF6 mediated IRF7 activation	3	0.272727273	0.646669791		6	0.545454545	1.213559752	11		TCGA	1	0	TCGA
CD28 co-stimulation	4	0.363636364	0.504524979		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Keratan sulfate biosynthesis	4	0.363636364	0.674199862		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
mRNA 3'-end processing	4	0.363636364	0.674199862		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Post-Elongation Processing of Intron-Containing pre-mRNA	4	0.363636364	0.674199862		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Amine compound SLC transporters	5	0.454545455	1.213559752		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Complement cascade	5	0.454545455	0.820199532		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
FCERI mediated Ca+2 mobilization	5	0.454545455	0.687551651		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Gap junction trafficking	5	0.454545455	0.934198733		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Keratan sulfate/keratin metabolism	5	0.454545455	0.687551651		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
Metabolism of non-coding RNA	5	0.454545455	0.522232968		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Negative regulators of RIG-I/MDA5 signaling	5	0.454545455	0.934198733		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Regulation of gene expression in beta cells	5	0.454545455	0.820199532		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
Smooth Muscle Contraction	5	0.454545455	0.687551651		6	0.545454545	0.687551651	11		TCGA	1	0	TCGA
snRNP Assembly	5	0.454545455	0.522232968		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
The role of Nef in HIV-1 replication and disease pathogenesis	5	0.454545455	0.687551651		6	0.545454545	0.687551651	11		TCGA	1	0	TCGA
CDO in myogenesis	6	0.545454545	1.213559752		6	0.545454545	1.213559752	11		TCGA	1	0	TCGA
GPVI-mediated activation cascade	6	0.545454545	0.687551651		6	0.545454545	1.035725481	11		TCGA	1	0	TCGA
Myogenesis	6	0.545454545	1.213559752		6	0.545454545	1.213559752	11		TCGA	1	0	TCGA
Oncogene Induced Senescence	6	0.545454545	0.820199532		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
Signal transduction by L1	6	0.545454545	0.687551651		6	0.545454545	0.820199532	11		TCGA	1	0	TCGA
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	6	0.545454545	0.687551651		6	0.545454545	0.934198733	11		TCGA	1	0	TCGA
Activation of DNA fragmentation factor	0	0	0		5	0.454545455	1.213559752	11		TCGA	1	0	TCGA
Apoptosis induced DNA fragmentation	0	0	0		5	0.454545455	1.213559752	11		TCGA	1	0	TCGA
Base-free sugar-phosphate removal via the single-nucleotide replacement pathway	0	0	0		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Caspase-mediated cleavage of cytoskeletal proteins	0	0	0		5	0.454545455	0.522232968	11		TCGA	1	0	TCGA
Citric acid cycle (TCA cycle)	0	0	0		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Displacement of DNA glycosylase by  APE1	0	0	0		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
mRNA Decay by 3' to 5' Exoribonuclease	0	0	0		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
Removal of DNA patch containing abasic residue	0	0	0		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	0	0	0		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	0	0	0		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0	0	0		5	0.454545455	1.035725481	11		TCGA	1	0	TCGA
ADP signalling through P2Y purinoceptor 1	1	0.090909091	0.301511345		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
FasL/ CD95L signaling	1	0.090909091	0.301511345		5	0.454545455	0.522232968	11		TCGA	1	0	TCGA
Glycogen synthesis	1	0.090909091	0.301511345		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
HS-GAG degradation	1	0.090909091	0.301511345		5	0.454545455	1.213559752	11		TCGA	1	0	TCGA
Inhibition of replication initiation of damaged DNA by RB1/E2F1	1	0.090909091	0.301511345		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
Insulin Processing	1	0.090909091	0.301511345		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Thromboxane signalling through TP receptor	1	0.090909091	0.301511345		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
TRIF-mediated programmed cell death	1	0.090909091	0.301511345		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
ARMS-mediated activation	2	0.181818182	0.404519917		5	0.454545455	0.522232968	11		TCGA	1	0	TCGA
ATM mediated phosphorylation of repair proteins	2	0.181818182	0.603022689		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
ATM mediated response to DNA double-strand break	2	0.181818182	0.603022689		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)	2	0.181818182	0.404519917		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
DEx/H-box helicases activate type I IFN and inflammatory cytokines production	2	0.181818182	0.404519917		5	0.454545455	1.035725481	11		TCGA	1	0	TCGA
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	2	0.181818182	0.404519917		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
Nicotinate metabolism	2	0.181818182	0.404519917		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Presynaptic function of Kainate receptors	2	0.181818182	0.404519917		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Prolactin receptor signaling	2	0.181818182	0.404519917		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Recruitment of repair and signaling proteins to double-strand breaks	2	0.181818182	0.603022689		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
Signalling to p38 via RIT and RIN	2	0.181818182	0.404519917		5	0.454545455	0.522232968	11		TCGA	1	0	TCGA
Synthesis and interconversion of nucleotide di- and triphosphates	2	0.181818182	0.404519917		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Tie2 Signaling	2	0.181818182	0.404519917		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Ubiquinol biosynthesis	2	0.181818182	0.603022689		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Abortive elongation of HIV-1 transcript in the absence of Tat	3	0.272727273	0.646669791		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Antigen Activates B Cell Receptor Leading to Generation of Second Messengers	3	0.272727273	0.467099366		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
Cellular response to hypoxia	3	0.272727273	0.467099366		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	3	0.272727273	0.646669791		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Mitochondrial Fatty Acid Beta-Oxidation	3	0.272727273	0.646669791		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
mTOR signalling	3	0.272727273	0.646669791		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Platelet calcium homeostasis	3	0.272727273	0.467099366		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Regulation of Hypoxia-inducible Factor (HIF) by Oxygen	3	0.272727273	0.467099366		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Regulatory RNA pathways	3	0.272727273	0.467099366		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Scavenging of Heme from Plasma	3	0.272727273	0.646669791		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Trafficking of AMPA receptors	3	0.272727273	0.646669791		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
activated TAK1 mediates p38 MAPK activation	4	0.363636364	0.674199862		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Amino acid synthesis and interconversion (transamination)	4	0.363636364	0.674199862		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
SHC-mediated cascade	4	0.363636364	0.674199862		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
TRAF6 mediated NF-kB activation	4	0.363636364	0.674199862		5	0.454545455	1.035725481	11		TCGA	1	0	TCGA
"Transport of vitamins, nucleosides, and related molecules"	4	0.363636364	0.674199862		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Activation of BH3-only proteins	5	0.454545455	0.522232968		5	0.454545455	1.035725481	11		TCGA	1	0	TCGA
Lysosome Vesicle Biogenesis	5	0.454545455	0.934198733		5	0.454545455	0.934198733	11		TCGA	1	0	TCGA
Na+/Cl- dependent neurotransmitter transporters	5	0.454545455	1.213559752		5	0.454545455	0.687551651	11		TCGA	1	0	TCGA
Post-translational modification: synthesis of GPI-anchored proteins	5	0.454545455	0.687551651		5	0.454545455	0.820199532	11		TCGA	1	0	TCGA
Amino Acid conjugation	0	0	0		4	0.363636364	1.206045378	11		TCGA	1	0	TCGA
ATP sensitive Potassium channels	0	0	0		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
"Base-Excision Repair, AP Site Formation"	0	0	0		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
Conjugation of carboxylic acids	0	0	0		4	0.363636364	1.206045378	11		TCGA	1	0	TCGA
CYP2E1 reactions	0	0	0		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
Inositol transporters	0	0	0		4	0.363636364	1.206045378	11		TCGA	1	0	TCGA
Nonhomologous End-joining (NHEJ)	0	0	0		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
p38MAPK events	0	0	0		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
PKA activation	0	0	0		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
PKA activation in glucagon signalling	0	0	0		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
PKA-mediated phosphorylation of CREB	0	0	0		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Regulation of Insulin-like Growth Factor (IGF) Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	0	0	0		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Reuptake of GABA	0	0	0		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Scavenging by Class B Receptors	0	0	0		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Signaling by Activin	0	0	0		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
ADP signalling through P2Y purinoceptor 12	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Advanced glycosylation endproduct receptor signaling	1	0.090909091	0.301511345		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Biotin transport and metabolism	1	0.090909091	0.301511345		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
CHL1 interactions	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Clearance of Nuclear Envelope Membranes from Chromatin	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
"Cobalamin (Cbl, vitamin B12) transport and metabolism"	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
CS/DS degradation	1	0.090909091	0.301511345		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
CTLA4 inhibitory signaling	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Gluconeogenesis	1	0.090909091	0.301511345		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	1	0.090909091	0.301511345		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Initiation of Nuclear Envelope Reformation	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Nuclear Envelope Reassembly	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Phosphorylation of CD3 and TCR zeta chains	1	0.090909091	0.301511345		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Prostacyclin signalling through prostacyclin receptor	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Rap1 signalling	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Regulation of KIT signaling	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Scavenging by Class H Receptors	1	0.090909091	0.301511345		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Spry regulation of FGF signaling	1	0.090909091	0.301511345		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
"Synthesis of IP2, IP, and Ins in the cytosol"	1	0.090909091	0.301511345		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
The NLRP3 inflammasome	1	0.090909091	0.301511345		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
Activated NOTCH1 Transmits Signal to the Nucleus	2	0.181818182	0.404519917		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Apoptotic cleavage of cell adhesion  proteins	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Cyclin A/B1 associated events during G2/M transition	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
G beta:gamma signalling through PLC beta	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Generation of second messenger molecules	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Glucocorticoid biosynthesis	2	0.181818182	0.603022689		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
HDL-mediated lipid transport	2	0.181818182	0.404519917		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	2	0.181818182	0.603022689		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
IRF3-mediated induction of type I IFN	2	0.181818182	0.603022689		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
MicroRNA (miRNA) Biogenesis	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Post-Elongation Processing of Intronless pre-mRNA	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Processing of Capped Intronless Pre-mRNA	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Recruitment of NuMA to mitotic centrosomes	2	0.181818182	0.404519917		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
RNA Polymerase III Chain Elongation	2	0.181818182	0.404519917		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
SHC-related events triggered by IGF1R	2	0.181818182	0.404519917		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Syndecan interactions	2	0.181818182	0.404519917		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Synthesis of PIPs at the early endosome membrane	2	0.181818182	0.603022689		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Zinc transporters	2	0.181818182	0.404519917		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
Activated point mutants of FGFR2	3	0.272727273	0.646669791		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
Activation of G protein gated Potassium channels	3	0.272727273	0.467099366		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
Common Pathway	3	0.272727273	0.467099366		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
FGFR2 ligand binding and activation	3	0.272727273	0.646669791		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
G protein gated Potassium channels	3	0.272727273	0.467099366		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
"Inactivation, recovery and regulation of the phototransduction cascade"	3	0.272727273	0.467099366		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	3	0.272727273	0.467099366		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
Intrinsic Pathway	3	0.272727273	0.467099366		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
Kinesins	3	0.272727273	0.467099366		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Mineralocorticoid biosynthesis	3	0.272727273	0.467099366		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
Mitochondrial tRNA aminoacylation	3	0.272727273	0.646669791		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha	3	0.272727273	0.467099366		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
p75NTR signals via NF-kB	3	0.272727273	0.646669791		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Ras activation uopn Ca2+ infux through NMDA receptor	3	0.272727273	0.467099366		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Sema4D in semaphorin signaling	3	0.272727273	0.646669791		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Sema4D induced cell migration and growth-cone collapse	3	0.272727273	0.646669791		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Serotonin receptors	3	0.272727273	0.646669791		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
Signaling by FGFR2 mutants	3	0.272727273	0.646669791		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
STING mediated induction of host immune responses	3	0.272727273	0.646669791		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
The phototransduction cascade	3	0.272727273	0.467099366		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
TRAF3-dependent IRF activation pathway	3	0.272727273	0.646669791		4	0.363636364	0.924416278	11		TCGA	1	0	TCGA
TRAF6 mediated induction of TAK1 complex	3	0.272727273	0.467099366		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	4	0.363636364	0.674199862		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Activation of Rac	4	0.363636364	0.504524979		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
DNA strand elongation	4	0.363636364	0.504524979		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
FGFR ligand binding and activation	4	0.363636364	0.674199862		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
Gap junction assembly	4	0.363636364	0.924416278		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
IKK complex recruitment mediated by RIP1	4	0.363636364	0.504524979		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Interactions of Vpr with host cellular proteins	4	0.363636364	0.504524979		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	4	0.363636364	0.674199862		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
Metal ion SLC transporters	4	0.363636364	0.674199862		4	0.363636364	0.809039835	11		TCGA	1	0	TCGA
SHC1 events in ERBB2 signaling	4	0.363636364	0.504524979		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
