Reactome Pathway	Sum	Avg	StdDev
Transport of fatty acids	0	0	0
Enzymatic degradation of dopamine by COMT	0	0	0
Pre-NOTCH Processing in the Endoplasmic Reticulum	3	0.09375	0.296144581080299
RNA Polymerase II Transcription	10	0.3125	0.592289162160598
STING mediated induction of host immune responses	2	0.0625	0.245934688418982
HIV elongation arrest and recovery	4	0.125	0.336010752516124
Histamine receptors	0	0	0
TWIK-related spinal cord K+ channel (TRESK)	0	0	0
IKK complex recruitment mediated by RIP1	4	0.125	0.336010752516124
Downregulation of ERBB2:ERBB3 signaling	2	0.0625	0.245934688418982
Amine-derived hormones	1	0.03125	0.176776695296637
Nonsense Mediated Decay Enhanced by the Exon Junction Complex	3	0.09375	0.296144581080299
Recycling pathway of L1	3	0.09375	0.296144581080299
Glucuronidation	6	0.1875	0.396557769456266
Chemokine receptors bind chemokines	2	0.0625	0.245934688418982
Nuclear Envelope Reassembly	0	0	0
Activation of AMPA receptors	1	0.03125	0.176776695296637
Organic cation transport	0	0	0
Interferon alpha/beta signaling	6	0.1875	0.592289162160598
Signaling by NOTCH1	11	0.34375	0.60157722803504
Synthesis of 5-eicosatetraenoic acids	0	0	0
Synthesis of PI	0	0	0
Plus-strand DNA synthesis	0	0	0
Role of LAT2/NTAL/LAB on calcium mobilization	24	0.75	0.762000762001143
